organization,project_id,location,location_id,location_buffer_m,longitude,latitude,equipment_make,recording_id,recording_date_time,task_id,aru_task_status,task_duration,task_method,species_code,species_common_name,species_scientific_name,individual_order,tag_id,individual_count,vocalization,detection_time,tag_duration,rms_peak_dbfs,tag_is_verified,tag_rating,observer,observer_user_id,species_individual_comments,task_comments
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519849,2015-04-30 06:34:00,482678,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,17,17,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519845,2015-05-01 02:00:00,482674,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1057,1057,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519855,2015-05-01 06:32:00,482684,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,17,17,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519856,2015-05-02 06:30:00,482685,New,60s,None,NONE,NONE,"",,,,,,,,,,2153,2153,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519853,2015-05-04 02:00:00,482682,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,17,17,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519860,2015-05-05 00:00:00,482689,New,60s,None,NONE,NONE,"",,,,,,,,,,53,53,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519858,2015-05-05 02:00:00,482687,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1909,1909,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519868,2015-05-05 06:24:00,482697,Bad Weather,60s,None,NONE,NONE,"",,,,,,,,,,841,841,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519862,2015-05-08 02:00:00,482691,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1057,1057,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519867,2015-05-08 06:18:00,482696,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,845,845,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519871,2015-05-11 00:00:00,482700,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,17,17,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519872,2015-05-11 06:12:00,482701,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,841,841,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519880,2015-05-12 00:00:00,482709,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,17,17,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519874,2015-05-12 07:50:00,482703,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1170,1170,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519881,2015-05-13 00:00:00,482710,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1170,1170,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519877,2015-05-14 02:00:00,482706,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1906,1906,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519883,2015-05-15 06:05:00,482712,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,845,845,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519884,2015-05-15 07:45:00,482713,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1170,1170,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519893,2015-05-17 00:00:00,482722,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1909,1909,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519886,2015-05-18 02:00:00,482715,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,2034,2034,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519895,2015-05-19 00:00:00,482724,New,60s,None,NONE,NONE,"",,,,,,,,,,53,53,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519891,2015-05-19 05:59:00,482720,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,845,845,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519889,2015-05-20 07:37:00,482718,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,17,17,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519897,2015-05-21 02:00:00,482726,New,60s,None,NONE,NONE,"",,,,,,,,,,1060,1060,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519898,2015-05-21 07:35:00,482727,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1057,1057,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519901,2015-05-22 02:00:00,482730,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1909,1909,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519905,2015-05-22 05:54:00,482734,New,60s,None,NONE,NONE,"",,,,,,,,,,2153,2153,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519909,2015-05-23 00:00:00,482738,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1170,1170,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519903,2015-05-23 02:00:00,482732,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,2034,2034,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519912,2015-05-24 00:00:00,482741,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1906,1906,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519911,2015-05-24 05:51:00,482740,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,17,17,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519916,2015-05-25 05:50:00,482745,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,845,845,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519920,2015-05-26 05:49:00,482749,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,17,17,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519915,2015-05-26 07:29:00,482744,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1909,1909,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519923,2015-05-27 00:00:00,482752,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,841,841,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519921,2015-05-29 00:00:00,482750,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1057,1057,,
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519924,2015-05-30 00:00:00,482753,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,6,6,,Vehicle traffic not as loud as the wind
ABMI,1321,1022-NW,33590,5500,-111.788589,53.676139,Wildlife Acoustics Inc,519922,2015-05-30 07:24:00,482751,New,60s,None,NONE,NONE,"",,,,,,,,,,53,53,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519926,2015-04-20 00:00:00,482755,New,60s,None,NONE,NONE,"",,,,,,,,,,1060,1060,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519927,2015-04-21 00:00:00,482756,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,17,17,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519925,2015-04-21 02:00:00,482754,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1909,1909,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519928,2015-04-23 06:50:00,482757,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,6,6,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519929,2015-04-24 06:47:00,482758,Bad Weather,60s,None,NONE,NONE,"",,,,,,,,,,845,845,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519932,2015-04-25 00:00:00,482761,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1906,1906,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519930,2015-04-25 02:00:00,482759,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,845,845,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519934,2015-04-29 00:00:00,482763,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1170,1170,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519931,2015-04-29 02:00:00,482760,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,877,877,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519933,2015-05-02 02:00:00,482762,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1906,1906,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519938,2015-05-03 00:00:00,482767,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1057,1057,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519935,2015-05-04 02:00:00,482764,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1057,1057,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519940,2015-05-06 06:22:00,482769,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,841,841,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519937,2015-05-08 02:00:00,482766,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1057,1057,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519936,2015-05-08 07:58:00,482765,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,6,6,,Vehicle traffic
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519939,2015-05-09 02:00:00,482768,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,17,17,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519941,2015-05-09 07:56:00,482770,New,60s,None,NONE,NONE,"",,,,,,,,,,2153,2153,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519942,2015-05-10 02:00:00,482771,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1170,1170,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519943,2015-05-10 07:54:00,482772,New,60s,None,NONE,NONE,"",,,,,,,,,,2153,2153,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519947,2015-05-11 06:12:00,482776,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,6,6,,Vehicle traffic
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519944,2015-05-11 07:52:00,482773,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,2034,2034,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519945,2015-05-12 07:50:00,482774,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1909,1909,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519948,2015-05-13 00:00:00,482777,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1909,1909,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519949,2015-05-13 06:09:00,482778,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1909,1909,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519946,2015-05-13 07:49:00,482775,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1906,1906,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519951,2015-05-14 00:00:00,482780,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,505,505,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519950,2015-05-15 02:00:00,482779,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,841,841,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519953,2015-05-15 06:05:00,482782,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1170,1170,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519954,2015-05-16 00:00:00,482783,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,6,6,,Vehicle traffic
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519952,2015-05-17 07:42:00,482781,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1909,1909,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519955,2015-05-18 00:00:00,482784,New,60s,None,NONE,NONE,"",,,,,,,,,,1906,1906,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519956,2015-05-18 06:00:00,482785,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,841,841,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519958,2015-05-19 00:00:00,482787,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,17,17,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519957,2015-05-19 02:00:00,482786,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,17,17,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519959,2015-05-19 07:39:00,482788,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,2034,2034,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519962,2015-05-21 00:00:00,482791,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,841,841,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519960,2015-05-21 02:00:00,482789,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1909,1909,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519963,2015-05-22 05:54:00,482792,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2884501,1,Non-vocal,39.85,9.70,-37.82,f,,845,845,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519961,2015-05-22 07:34:00,482790,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,841,841,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519965,2015-05-23 05:53:00,482794,New,60s,None,NONE,NONE,"",,,,,,,,,,1060,1060,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519964,2015-05-23 07:33:00,482793,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,841,841,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519968,2015-05-24 00:00:00,482797,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,2034,2034,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519966,2015-05-25 02:00:00,482795,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1909,1909,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519967,2015-05-25 07:30:00,482796,New,60s,None,NONE,NONE,"",,,,,,,,,,53,53,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519969,2015-05-26 00:00:00,482798,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1057,1057,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519972,2015-05-26 05:49:00,482801,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1057,1057,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519971,2015-05-28 05:46:00,482800,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,17,17,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519970,2015-05-28 07:26:00,482799,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1909,1909,,
ABMI,1321,1023-NW,33594,5500,-111.449608,53.671288,Wildlife Acoustics Inc,519973,2015-05-30 05:44:00,482802,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,2034,2034,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519975,2015-04-20 00:00:00,482804,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2887214,1,Song,36.90,12.30,-26.05,f,,1909,1909,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519975,2015-04-20 00:00:00,482804,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2887212,1,Non-vocal,9.85,15.95,-25.57,f,,1909,1909,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519974,2015-04-20 02:00:00,482803,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2885072,1,Non-vocal,1.05,7.75,-32.69,f,,841,841,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519978,2015-04-21 00:00:00,482807,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1906,1906,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519976,2015-04-21 02:00:00,482805,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2933774,1,Non-vocal,9.45,12.70,-21.21,f,,1909,1909,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519979,2015-04-22 00:00:00,482808,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2927841,1,Non-vocal,0.20,6.40,-33.55,f,,845,845,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519981,2015-04-22 06:52:00,482810,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,841,841,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519977,2015-04-23 02:00:00,482806,New,60s,None,NONE,NONE,"",,,,,,,,,,1060,1060,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519980,2015-04-23 06:50:00,482809,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2884504,1,Non-vocal,13.15,7.95,-27.3,f,,845,845,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519984,2015-04-24 00:00:00,482813,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2944357,1,Non-vocal,25.50,6.15,-27.46,f,,6,6,"Can't hear drumming with the other noise, but spectrogram looks like RUGR",
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519985,2015-04-25 00:00:00,482814,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1906,1906,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519982,2015-04-25 02:00:00,482811,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,17,17,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519983,2015-04-26 02:00:00,482812,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1170,1170,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519987,2015-04-26 06:43:00,482816,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2884694,1,Non-vocal,11.25,5.80,-34.8,f,,1057,1057,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519988,2015-04-27 00:00:00,482817,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2921896,1,Song,36.20,7.45,-28.72,f,,2034,2034,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519988,2015-04-27 00:00:00,482817,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2921893,1,Non-vocal,12.15,7.40,-29.14,f,,2034,2034,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519988,2015-04-27 00:00:00,482817,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,2,2921898,1,Non-vocal,28.25,7.70,-30.07,f,,2034,2034,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519986,2015-04-27 02:00:00,482815,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2885079,1,Non-vocal,24.10,8.85,-30.26,f,,841,841,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519990,2015-04-27 06:41:00,482819,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,17,17,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519989,2015-04-28 06:39:00,482818,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,1057,1057,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519992,2015-04-30 00:00:00,482821,Transcribed,60s,None,NONE,NONE,"",,,,,,,,,,505,505,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519991,2015-04-30 02:00:00,482820,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2914990,1,Non-vocal,38.20,12.70,-15.49,f,,17,17,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519995,2015-04-30 06:34:00,482824,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2928926,1,Non-vocal,34.30,8.40,-29.09,f,,841,841,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519996,2015-05-01 00:00:00,482825,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2884700,1,Non-vocal,45.70,7.55,-32.8,f,,1057,1057,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519993,2015-05-01 02:00:00,482822,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,2,2889256,1,Non-vocal,35.95,9.00,-27.12,f,,6,6,Maybe be a second bird because it starts right when first RUGR is finishing.,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519993,2015-05-01 02:00:00,482822,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2889254,1,Non-vocal,10.75,13.05,-28.36,f,,6,6,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519993,2015-05-01 02:00:00,482822,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2889257,1,Song,43.95,9.25,-28.59,f,,6,6,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519993,2015-05-01 02:00:00,482822,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2889255,1,Song,26.85,9.60,-28.93,f,,6,6,,
ABMI,1321,1024-NW,33598,5500,-111.225090,53.639076,Wildlife Acoustics Inc,519994,2015-05-02 02:00:00,482823,Transcribed,60s,None,RUGR,Ruffed Grouse,BONASA UMBELLUS,1,2884509,1,Non-vocal,32.55,10.70,-29.19,f,,845,845,,
